Scan started at 15:00:19 30/09/2014
Time (s)	x (nT)	y (nT)	z (nT)	Frequency (Hz)	x (nT)	y (nT)	z (nT)
3.28479	-364.736	552.84	-19.5842	64.5554	0.147318	0.227522	0.00677281	
3.28978	-364.625	552.646	-19.8563	64.6532	0.142791	0.220553	0.00669479	
3.29477	-364.707	552.739	-19.6732	64.751	0.14193	0.219012	0.00662498	
3.29976	-364.717	552.848	-19.3328	64.8488	0.14764	0.228157	0.00671031	
3.30476	-364.536	552.679	-19.4415	64.9466	0.136285	0.210323	0.00673636	
3.30975	-364.422	552.488	-19.7069	65.0444	0.152253	0.235373	0.00668218	
3.31474	-364.502	552.581	-19.5352	65.1422	0.130631	0.201637	0.00658916	
3.31973	-364.513	552.71	-19.1935	65.2401	0.156475	0.241857	0.00674844	
3.32473	-364.313	552.555	-19.3008	65.3379	0.125138	0.192951	0.00648906	
3.32972	-364.178	552.358	-19.5926	65.4357	0.160357	0.247787	0.00673444	
3.33471	-364.252	552.447	-19.43	65.5335	0.119838	0.184658	0.00654154	
3.3397	-364.255	552.575	-19.0964	65.6313	0.163699	0.253042	0.00679118	
3.34469	-364.058	552.409	-19.2166	65.7291	0.114852	0.176893	0.00648303	
3.34969	-363.94	552.225	-19.4996	65.8269	0.166493	0.257475	0.00678978	
3.35468	-364.021	552.327	-19.3169	65.9247	0.11039	0.170011	0.00641404	
3.35967	-364.021	552.443	-18.9632	66.0226	0.168847	0.261033	0.00680844	
3.36466	-363.828	552.286	-19.0748	66.1204	0.106562	0.164094	0.0064283	
3.36965	-363.702	552.102	-19.359	66.2182	0.17059	0.263684	0.00678695	
3.37465	-363.776	552.193	-19.1936	66.316	0.103531	0.159495	0.00642572	
3.37964	-363.785	552.306	-18.8621	66.4138	0.171738	0.265381	0.00681768	
3.38463	-363.607	552.136	-18.9746	66.5116	0.101515	0.156185	0.0064227	
3.38962	-363.507	551.95	-19.2513	66.6094	0.172169	0.266252	0.00676879	
3.39461	-363.593	552.043	-19.0806	66.7072	0.1005	0.154534	0.00631861	
3.39961	-363.611	552.165	-18.738	66.805	0.171996	0.266103	0.00674171	
3.4046	-363.437	552.001	-18.8493	66.9029	0.100349	0.154622	0.00632747	
3.40959	-363.341	551.805	-19.1416	67.0007	0.171352	0.265007	0.00679027	
3.41458	-363.442	551.89	-18.9769	67.0985	0.101498	0.156126	0.00626483	
3.41957	-363.457	552	-18.6418	67.1963	0.170063	0.262972	0.00679437	
3.42457	-363.283	551.835	-18.7566	67.2941	0.10338	0.159249	0.00635949	
3.42956	-363.18	551.649	-19.0393	67.3919	0.168163	0.259901	0.00671873	
3.43455	-363.265	551.747	-18.8678	67.4897	0.106382	0.163743	0.00631451	
3.43954	-363.28	551.868	-18.5145	67.5875	0.16568	0.256189	0.00671458	
3.44454	-363.121	551.702	-18.6284	67.6853	0.109938	0.169424	0.00628931	
3.44953	-363.036	551.507	-18.9299	67.7832	0.162761	0.251491	0.00663207	
3.45452	-363.131	551.58	-18.7711	67.881	0.11407	0.17585	0.00628103	
3.45951	-363.161	551.685	-18.4342	67.9788	0.15913	0.245975	0.00660138	
3.4645	-362.991	551.521	-18.5591	68.0766	0.118704	0.183	0.00640291	
3.4695	-362.88	551.324	-18.8637	68.1744	0.155123	0.239803	0.00662287	
3.47449	-362.952	551.414	-18.7147	68.2722	0.123565	0.190542	0.00637885	
3.47948	-362.954	551.541	-18.3863	68.37	0.150769	0.232928	0.00657884	
3.48447	-362.772	551.386	-18.5107	68.4678	0.128481	0.198312	0.0063737	
3.48946	-362.674	551.185	-18.8127	68.5656	0.145979	0.225557	0.00650307	
3.49446	-362.769	551.254	-18.6622	68.6635	0.133486	0.206006	0.00643558	
3.49945	-362.791	551.352	-18.3303	68.7613	0.141005	0.217724	0.00639957	
3.50444	-362.65	551.16	-18.4484	68.8591	0.138327	0.213632	0.00644937	
3.50943	-362.593	550.941	-18.7183	68.9569	0.135738	0.20956	0.00645605	
3.51442	-362.694	551.007	-18.5076	69.0547	0.143051	0.220883	0.00653545	
3.51942	-362.71	551.101	-18.1263	69.1525	0.130389	0.201242	0.00640294	
3.52441	-362.549	550.924	-18.228	69.2503	0.147427	0.227798	0.00644959	
3.5294	-362.449	550.703	-18.5313	69.3481	0.125012	0.192821	0.00641401	
3.53439	-362.522	550.744	-18.3627	69.4459	0.151527	0.234091	0.00654301	
3.53938	-362.546	550.828	-18.0023	69.5438	0.119713	0.184636	0.00626039	
3.54438	-362.381	550.643	-18.1036	69.6416	0.155161	0.239765	0.00656479	
3.54937	-362.272	550.42	-18.3823	69.7394	0.114755	0.176777	0.00624756	
3.55436	-362.352	550.464	-18.1857	69.8372	0.158316	0.244733	0.00648291	
3.55935	-362.365	550.546	-17.8005	69.935	0.110005	0.169445	0.00625353	
3.56435	-362.199	550.358	-17.8914	70.0328	0.161027	0.248969	0.00659372	
3.56934	-362.106	550.126	-18.181	70.1306	0.105872	0.16293	0.00621604	
3.57433	-362.189	550.156	-18.0057	70.2284	0.163207	0.252308	0.00654016	
3.57932	-362.208	550.217	-17.6425	70.3262	0.102278	0.157464	0.00616833	
3.58431	-362.054	550.019	-17.7549	70.4241	0.164809	0.254787	0.00654555	
3.58931	-361.95	549.79	-18.0547	70.5219	0.0995502	0.153237	0.00617427	
3.5943	-362.023	549.834	-17.8947	70.6197	0.165846	0.256396	0.00651248	
3.59929	-362.041	549.927	-17.5598	70.7175	0.0977447	0.150388	0.00612038	
3.60428	-361.883	549.747	-17.6957	70.8153	0.166263	0.257088	0.00655767	
3.60927	-361.8	549.514	-18.0171	70.9131	0.0968462	0.149109	0.00608727	
3.61427	-361.912	549.545	-17.8698	71.0109	0.166143	0.256842	0.00652834	
3.61926	-361.944	549.631	-17.5325	71.1087	0.0970552	0.149364	0.0061306	
3.62425	-361.782	549.472	-17.6601	71.2065	0.165377	0.255724	0.00656195	
3.62924	-361.697	549.27	-17.9755	71.3044	0.0982759	0.151264	0.00607292	
3.63423	-361.803	549.32	-17.82	71.4022	0.164061	0.253668	0.0065989	
3.63923	-361.84	549.427	-17.4808	71.5	0.100383	0.154505	0.00610031	
3.64422	-361.684	549.274	-17.6102	71.5978	0.162168	0.250717	0.00657048	
3.64921	-361.594	549.063	-17.9231	71.6956	0.103325	0.159164	0.00606074	
3.6542	-361.689	549.106	-17.7713	71.7934	0.159702	0.246882	0.00645514	
3.65919	-361.725	549.196	-17.4411	71.8912	0.106955	0.164685	0.00611909	
3.66419	-361.583	549.036	-17.5827	71.989	0.156788	0.242353	0.00644912	
3.66918	-361.495	548.816	-17.9002	72.0868	0.111059	0.171112	0.00612859	
3.67417	-361.577	548.848	-17.7399	72.1847	0.153342	0.236917	0.00643759	
3.67916	-361.602	548.939	-17.3867	72.2825	0.115601	0.178193	0.00615096	
3.68415	-361.454	548.771	-17.4808	72.3803	0.149449	0.230902	0.00639086	
3.68915	-361.406	548.518	-17.7823	72.4781	0.120282	0.185608	0.00610414	
3.69414	-361.521	548.52	-17.6075	72.5759	0.145183	0.224222	0.00628613	
3.69913	-361.558	548.592	-17.2447	72.6737	0.125171	0.193108	0.00617006	
3.70412	-361.434	548.409	-17.367	72.7715	0.140534	0.217051	0.00626617	
3.70912	-361.344	548.175	-17.6474	72.8693	0.129965	0.200693	0.00620713	
3.71411	-361.412	548.198	-17.4507	72.9671	0.135636	0.209505	0.00631454	
3.7191	-361.379	548.299	-17.0582	73.065	0.134737	0.208032	0.00621308	
3.72409	-361.164	548.136	-17.1434	73.1628	0.130562	0.201609	0.00617093	
3.72908	-361.049	547.876	-17.4352	73.2606	0.13929	0.21507	0.00625049	
3.73408	-361.13	547.851	-17.2785	73.3584	0.125411	0.193541	0.00618754	
3.73907	-361.133	547.9	-16.9516	73.4562	0.14355	0.221693	0.00629818	
3.74406	-360.956	547.722	-17.0881	73.554	0.120136	0.185491	0.00613684	
3.74905	-360.853	547.466	-17.3887	73.6518	0.147546	0.227775	0.00631683	
3.75404	-360.931	547.443	-17.2009	73.7496	0.115267	0.177637	0.0060851	
3.75904	-360.952	547.501	-16.8279	73.8474	0.150918	0.233273	0.0063304	
3.76403	-360.809	547.306	-16.9235	73.9453	0.110349	0.170134	0.00607211	
3.76902	-360.75	547.021	-17.192	74.0431	0.154109	0.237957	0.00627473	
3.77401	-360.855	546.993	-16.9962	74.1409	0.105897	0.1632	0.00602429	
3.779	-360.872	547.063	-16.6268	74.2387	0.156582	0.242011	0.00636386	
3.784	-360.704	546.899	-16.7364	74.3365	0.10202	0.157028	0.00594617	
3.78899	-360.58	546.667	-17.0334	74.4343	0.158654	0.245193	0.00632578	
3.79398	-360.613	546.696	-16.8646	74.5321	0.0986962	0.152034	0.00599409	
3.79897	-360.581	546.807	-16.5254	74.6299	0.160096	0.247507	0.00634749	
3.80396	-360.379	546.662	-16.6511	74.7277	0.0962428	0.148188	0.00592125	
3.80896	-360.252	546.434	-16.9457	74.8256	0.161092	0.248985	0.00641317	
3.81395	-360.304	546.437	-16.7609	74.9234	0.0946854	0.145676	0.00593335	
3.81894	-360.295	546.52	-16.3995	75.0212	0.16139	0.249553	0.00638445	
3.82393	-360.109	546.37	-16.5148	75.119	0.0940592	0.144669	0.00586617	
3.82893	-359.979	546.134	-16.802	75.2168	0.161172	0.249245	0.00640231	
3.83392	-360.018	546.145	-16.6016	75.3146	0.0944507	0.145282	0.00593752	
3.83891	-359.997	546.242	-16.22	75.4124	0.160441	0.248057	0.0063455	
3.8439	-359.804	546.09	-16.3199	75.5102	0.0957611	0.147318	0.00588612	
3.84889	-359.667	545.847	-16.6018	75.608	0.159144	0.245971	0.00634807	
3.85389	-359.708	545.835	-16.4106	75.7059	0.0979376	0.15082	0.00599783	
3.85888	-359.699	545.9	-16.0387	75.8037	0.157217	0.243049	0.00630981	
3.86387	-359.52	545.736	-16.1454	75.9015	0.100933	0.155472	0.00595845	
3.86886	-359.396	545.491	-16.4355	75.9993	0.154789	0.239305	0.00625083	
3.87385	-359.449	545.492	-16.251	76.0971	0.104559	0.161119	0.00595774	
3.87885	-359.443	545.563	-15.8904	76.1949	0.151899	0.23467	0.00626327	
3.88384	-359.27	545.389	-16.0113	76.2927	0.108648	0.167517	0.00597061	
3.88883	-359.187	545.131	-16.3188	76.3905	0.148488	0.229457	0.00627099	
3.89382	-359.287	545.102	-16.1537	76.4883	0.113117	0.174453	0.00600594	
3.89881	-359.312	545.175	-15.7996	76.5862	0.144686	0.223524	0.00618301	
3.90381	-359.15	545.041	-15.9241	76.684	0.117776	0.181729	0.00600246	
3.9088	-359.04	544.82	-16.2329	76.7818	0.140458	0.217021	0.00616633	
3.91379	-359.103	544.836	-16.0708	76.8796	0.122549	0.189149	0.00601953	
3.91878	-359.102	544.958	-15.7289	76.9774	0.135969	0.209998	0.00614932	
3.92377	-358.915	544.856	-15.8523	77.0752	0.127268	0.196495	0.00607138	
3.92877	-358.77	544.663	-16.16	77.173	0.131189	0.202612	0.0061042	
3.93376	-358.781	544.69	-16.0039	77.2708	0.131887	0.203647	0.00609689	
3.93875	-358.731	544.806	-15.6611	77.3686	0.126238	0.194935	0.00602412	
3.94374	-358.519	544.695	-15.7687	77.4665	0.136319	0.210526	0.00609158	
3.94874	-358.372	544.474	-16.0555	77.5643	0.12129	0.187148	0.0060196	
3.95373	-358.426	544.448	-15.8751	77.6621	0.140415	0.216934	0.00611199	
3.95872	-358.448	544.516	-15.5112	77.7599	0.116294	0.17937	0.00598633	
3.96371	-358.306	544.357	-15.6224	77.8577	0.144213	0.222825	0.00611372	
3.9687	-358.225	544.098	-15.9244	77.9555	0.111399	0.171757	0.00592703	
3.9737	-358.31	544.073	-15.7672	78.0533	0.147581	0.228088	0.00615365	
3.97869	-358.333	544.161	-15.4247	78.1511	0.106759	0.164597	0.00589548	
3.98368	-358.186	544.047	-15.5449	78.2489	0.150525	0.232623	0.00618763	
3.98867	-358.085	543.838	-15.8505	78.3468	0.102527	0.157961	0.00587416	
3.99366	-358.146	543.845	-15.6915	78.4446	0.152989	0.23644	0.00616707	
3.99866	-358.169	543.963	-15.3549	78.5424	0.0988483	0.152243	0.0058452	
4.00365	-358.01	543.865	-15.4797	78.6402	0.15492	0.239467	0.00623489	
4.00864	-357.894	543.652	-15.7874	78.738	0.0958093	0.147449	0.00582101	
4.01363	-357.952	543.656	-15.6415	78.8358	0.156339	0.241671	0.0062002	
4.01862	-357.932	543.77	-15.3081	78.9336	0.0935166	0.143952	0.00581499	
4.02362	-357.724	543.675	-15.4183	79.0314	0.157216	0.243019	0.00617468	
4.02861	-357.578	543.461	-15.6995	79.1292	0.0922115	0.141824	0.00581948	
4.0336	-357.604	543.438	-15.5363	79.2271	0.157498	0.243467	0.00621718	
4.03859	-357.575	543.524	-15.1917	79.3249	0.0917813	0.141135	0.00578604	
4.04358	-357.377	543.394	-15.2913	79.4227	0.157229	0.243087	0.00619348	
4.04858	-357.232	543.134	-15.5863	79.5205	0.0922796	0.142043	0.00579034	
4.05357	-357.258	543.069	-15.4354	79.6183	0.156416	0.241807	0.006174	
4.05856	-357.261	543.111	-15.0885	79.7161	0.0937908	0.144299	0.00577229	
4.06355	-357.115	542.942	-15.179	79.8139	0.155063	0.239698	0.00612625	
4.06855	-356.997	542.67	-15.4487	79.9117	0.0961021	0.147928	0.00578352	
4.07354	-357.042	542.618	-15.2755	80.0095	0.153139	0.236764	0.00617293	
4.07853	-357.053	542.671	-14.9311	80.1074	0.0991103	0.152693	0.00581183	
4.08352	-356.885	542.524	-15.0306	80.2052	0.150752	0.232998	0.00615949	
4.08851	-356.743	542.274	-15.311	80.303	0.102791	0.15839	0.00580293	
4.09351	-356.765	542.22	-15.1609	80.4008	0.147828	0.228482	0.00610998	
4.0985	-356.752	542.274	-14.8254	80.4986	0.106915	0.164793	0.00583638	
4.10349	-356.584	542.13	-14.9166	80.5964	0.144511	0.223277	0.00602448	
4.10848	-356.465	541.873	-15.1849	80.6942	0.111329	0.171649	0.0058524	
4.11347	-356.496	541.823	-15.0201	80.792	0.140738	0.21746	0.00607651	
4.11847	-356.482	541.891	-14.6746	80.8899	0.115918	0.17885	0.00587343	
4.12346	-356.33	541.753	-14.7621	80.9877	0.13659	0.21104	0.00602826	
4.12845	-356.22	541.492	-15.0458	81.0855	0.120622	0.186121	0.0058842	
4.13344	-356.255	541.418	-14.917	81.1833	0.132216	0.204153	0.00593957	
4.13843	-356.262	541.474	-14.5892	81.2811	0.125248	0.193345	0.0059196	
4.14343	-356.125	541.351	-14.661	81.3789	0.127515	0.196958	0.00592776	
4.14842	-356.003	541.098	-14.9368	81.4767	0.129762	0.200297	0.0059637	
4.15341	-356.02	541.038	-14.8032	81.5745	0.122696	0.189421	0.00591045	
4.1584	-356.02	541.112	-14.4741	81.6723	0.134038	0.207052	0.0059508	
4.16339	-355.878	540.992	-14.5652	81.7702	0.117829	0.181815	0.00590869	
4.16839	-355.768	540.741	-14.8525	81.868	0.138096	0.213303	0.00599553	
4.17338	-355.796	540.681	-14.7278	81.9658	0.112975	0.174272	0.00580754	
4.17837	-355.809	540.74	-14.3975	82.0636	0.141739	0.219	0.00602099	
4.18336	-355.687	540.602	-14.4675	82.1614	0.108277	0.166966	0.00579056	
4.18836	-355.575	540.333	-14.7489	82.2592	0.144966	0.224082	0.00602803	
4.19335	-355.598	540.248	-14.6314	82.357	0.103799	0.160022	0.00577531	
4.19834	-355.604	540.309	-14.2923	82.4548	0.147854	0.228474	0.00604773	
4.20333	-355.479	540.175	-14.3382	82.5526	0.099792	0.153722	0.00576319	
4.20832	-355.353	539.886	-14.6074	82.6505	0.150159	0.232138	0.00607821	
4.21332	-355.361	539.777	-14.5059	82.7483	0.0963129	0.148229	0.00574799	
4.21831	-355.376	539.806	-14.1664	82.8461	0.152023	0.23501	0.00607582	
4.2233	-355.25	539.659	-14.2086	82.9439	0.0934204	0.143809	0.00572641	
4.22829	-355.11	539.378	-14.4979	83.0417	0.153351	0.237096	0.00607907	
4.23328	-355.102	539.269	-14.4054	83.1395	0.091404	0.140607	0.00568417	
4.23828	-355.111	539.302	-14.0678	83.2373	0.154163	0.238313	0.00609435	
4.24327	-354.997	539.159	-14.1118	83.3351	0.090184	0.138771	0.00568177	
4.24826	-354.86	538.873	-14.4127	83.4329	0.154412	0.238694	0.00608123	
4.25325	-354.845	538.769	-14.3461	83.5308	0.0899655	0.138415	0.00565789	
4.25824	-354.853	538.806	-14.0284	83.6286	0.154102	0.238193	0.00607648	
4.26324	-354.743	538.683	-14.0759	83.7264	0.0906789	0.139522	0.00566543	
4.26823	-354.616	538.426	-14.3816	83.8242	0.153213	0.236903	0.00607257	
4.27322	-354.606	538.337	-14.3171	83.922	0.0922693	0.142056	0.00563685	
4.27821	-354.618	538.401	-13.9943	84.0198	0.151841	0.234704	0.00605093	
4.2832	-354.525	538.293	-14.0336	84.1176	0.0947261	0.145846	0.0056875	
4.2882	-354.414	538.03	-14.3344	84.2154	0.149915	0.231714	0.00604262	
4.29319	-354.412	537.938	-14.2802	84.3132	0.0978229	0.150712	0.00564744	
4.29818	-354.45	537.992	-13.9481	84.4111	0.147503	0.227982	0.00600552	
4.30317	-354.377	537.884	-13.9642	84.5089	0.101533	0.156446	0.00570237	
4.30816	-354.252	537.637	-14.2658	84.6067	0.144638	0.223473	0.00597171	
4.31316	-354.244	537.55	-14.2204	84.7045	0.105625	0.16286	0.00569225	
4.31815	-354.29	537.616	-13.889	84.8023	0.141248	0.218261	0.00597326	
4.32314	-354.227	537.516	-13.9089	84.9001	0.110054	0.169732	0.00573057	
4.32813	-354.117	537.257	-14.2209	84.9979	0.137564	0.212493	0.00594043	
4.33313	-354.105	537.169	-14.1827	85.0957	0.114608	0.176837	0.00582271	
4.33812	-354.15	537.226	-13.8436	85.1935	0.133481	0.206189	0.00590379	
4.34311	-354.088	537.119	-13.8491	85.2914	0.119254	0.184029	0.00579263	
4.3481	-353.968	536.866	-14.1531	85.3892	0.129114	0.199397	0.00586629	
4.35309	-353.947	536.764	-14.1187	85.487	0.123797	0.19113	0.00580921	
4.35809	-353.988	536.818	-13.7888	85.5848	0.124535	0.19228	0.00583558	
4.36308	-353.928	536.704	-13.789	85.6826	0.128249	0.198047	0.00585149	
4.36807	-353.786	536.421	-14.09	85.7804	0.11983	0.18494	0.00577972	
4.37306	-353.756	536.29	-14.0569	85.8782	0.132446	0.204576	0.00587741	
4.37805	-353.801	536.31	-13.7054	85.976	0.115022	0.177528	0.00574369	
4.38305	-353.737	536.173	-13.6744	86.0738	0.136367	0.210672	0.0058756	
4.38804	-353.575	535.873	-13.9626	86.1717	0.110343	0.170124	0.00571797	
4.39303	-353.496	535.725	-13.9254	86.2695	0.139931	0.216213	0.00589007	
4.39802	-353.496	535.727	-13.5584	86.3673	0.10572	0.163016	0.00569223	
4.40301	-353.378	535.55	-13.5038	86.4651	0.143127	0.221179	0.00593534	
4.40801	-353.158	535.196	-13.7674	86.5629	0.101448	0.156351	0.00568941	
4.413	-353.031	534.978	-13.7038	86.6607	0.145855	0.225416	0.00596551	
4.41799	-353.017	534.902	-13.3198	86.7585	0.0975389	0.150322	0.00565033	
4.42298	-352.915	534.671	-13.2892	86.8563	0.148109	0.228935	0.0059639	
4.42797	-352.68	534.285	-13.607	86.9541	0.0942403	0.145063	0.00563264	
4.43297	-352.541	534.057	-13.5995	87.052	0.149888	0.231716	0.00599304	
4.43796	-352.533	533.99	-13.2352	87.1498	0.0915981	0.140934	0.00561166	
4.44295	-352.433	533.783	-13.1845	87.2476	0.151151	0.23364	0.00598722	
4.44794	-352.235	533.411	-13.5056	87.3454	0.0897072	0.138066	0.00557351	
4.45294	-352.146	533.188	-13.5029	87.4432	0.151867	0.234779	0.0059741	
4.45793	-352.171	533.149	-13.1163	87.541	0.0887408	0.136511	0.0055958	
4.46292	-352.116	532.976	-13.0483	87.6388	0.152041	0.23505	0.00597574	
4.46791	-351.951	532.659	-13.3617	87.7366	0.0887024	0.136419	0.00557888	
4.4729	-351.872	532.509	-13.3582	87.8344	0.151684	0.234485	0.00598732	
4.4779	-351.905	532.542	-12.9856	87.9323	0.0895472	0.137813	0.00558474	
4.48289	-351.85	532.434	-12.9406	88.0301	0.150796	0.233084	0.00598113	
4.48788	-351.664	532.15	-13.2714	88.1279	0.0912983	0.140527	0.00558067	
4.49287	-351.557	532.015	-13.2924	88.2257	0.149347	0.23086	0.00594577	
4.49786	-351.582	532.051	-12.9305	88.3235	0.0938244	0.144449	0.00560728	
4.50286	-351.53	531.948	-12.8782	88.4213	0.147407	0.227848	0.00594159	
4.50785	-351.336	531.688	-13.2176	88.5191	0.0970205	0.14945	0.00560139	
4.51284	-351.22	531.56	-13.2481	88.6169	0.144978	0.224063	0.00591817	
4.51783	-351.247	531.602	-12.8708	88.7147	0.100784	0.155275	0.00562333	
4.52282	-351.2	531.509	-12.8015	88.8126	0.142074	0.219559	0.00590514	
4.52782	-351.01	531.22	-13.136	88.9104	0.1049	0.161733	0.00564602	
4.53281	-350.895	531.056	-13.1627	89.0082	0.138763	0.214394	0.00587233	
4.5378	-350.93	531.063	-12.7778	89.106	0.109293	0.168589	0.0056617	
4.54279	-350.873	530.927	-12.6871	89.2038	0.135051	0.208644	0.00585597	
4.54778	-350.652	530.625	-13.0139	89.3016	0.11384	0.175667	0.00569874	
4.55278	-350.503	530.454	-13.0375	89.3994	0.131017	0.202355	0.00580313	
4.55777	-350.501	530.446	-12.6403	89.4972	0.118425	0.182786	0.00573227	
4.56276	-350.419	530.284	-12.5392	89.595	0.126686	0.195643	0.0057687	
4.56775	-350.189	529.933	-12.8724	89.6929	0.122959	0.189821	0.0057557	
4.57275	-350.043	529.706	-12.9123	89.7907	0.122171	0.188608	0.00574951	
4.57774	-350.043	529.651	-12.5099	89.8885	0.127306	0.196611	0.00578147	
4.58273	-349.958	529.47	-12.4019	89.9863	0.117514	0.181394	0.00569423	
4.58772	-349.705	529.114	-12.7277	90.0841	0.131453	0.203037	0.00578074	
4.59271	-349.534	528.877	-12.7587	90.1819	0.112824	0.174074	0.00569076	
4.59771	-349.531	528.819	-12.3497	90.2797	0.135304	0.209019	0.00582806	
4.6027	-349.438	528.641	-12.2382	90.3775	0.108203	0.166861	0.0056618	
4.60769	-349.17	528.271	-12.5847	90.4753	0.138793	0.214466	0.00583776	
4.61268	-348.989	528.022	-12.6389	90.5732	0.103743	0.159933	0.00561164	
4.61767	-348.988	527.964	-12.2263	90.671	0.141874	0.219262	0.00587354	
4.62267	-348.906	527.794	-12.1049	90.7688	0.0995703	0.153448	0.0056061	
4.62766	-348.657	527.459	-12.4485	90.8666	0.144547	0.223393	0.00588719	
4.63265	-348.476	527.25	-12.5062	90.9644	0.095822	0.147625	0.00557069	
4.63764	-348.46	527.215	-12.0995	91.0622	0.146746	0.226825	0.00591944	
4.64263	-348.381	527.057	-11.9879	91.16	0.092687	0.142675	0.00555942	
4.64763	-348.123	526.716	-12.3508	91.2578	0.14845	0.229441	0.00591579	
4.65262	-347.948	526.495	-12.4223	91.3556	0.0901607	0.138812	0.00552697	
4.65761	-347.973	526.466	-12.0003	91.4535	0.149619	0.231284	0.00592366	
4.6626	-347.917	526.326	-11.8613	91.5513	0.0885043	0.136172	0.00553993	
4.66759	-347.666	526	-12.2175	91.6491	0.150281	0.232313	0.00591974	
4.67259	-347.508	525.794	-12.2794	91.7469	0.0876877	0.134923	0.00553456	
4.67758	-347.54	525.776	-11.8556	91.8447	0.150404	0.23249	0.0059382	
4.68257	-347.486	525.629	-11.7302	91.9425	0.087821	0.13511	0.00551856	
4.68756	-347.246	525.294	-12.1063	92.0403	0.149968	0.231833	0.00591627	
4.69256	-347.081	525.093	-12.1876	92.1381	0.0888431	0.136723	0.00553898	
4.69755	-347.116	525.076	-11.7591	92.2359	0.149029	0.230374	0.00590486	
4.70254	-347.075	524.936	-11.6246	92.3338	0.0907359	0.139646	0.00554448	
4.70753	-346.824	524.621	-11.998	92.4316	0.147553	0.228099	0.00589433	
4.71252	-346.658	524.424	-12.0867	92.5294	0.0933648	0.143775	0.00554194	
4.71752	-346.704	524.417	-11.6722	92.6272	0.145577	0.225026	0.0058793	
4.72251	-346.677	524.291	-11.5479	92.725	0.0966395	0.148899	0.00556026	
4.7275	-346.445	523.971	-11.9344	92.8228	0.143125	0.221193	0.00586302	
4.73249	-346.291	523.769	-12.0344	92.9206	0.100444	0.154821	0.00556583	
4.73748	-346.353	523.764	-11.6118	93.0184	0.140213	0.216664	0.00583307	
4.74248	-346.339	523.655	-11.4659	93.1162	0.104619	0.161312	0.00560998	
4.74747	-346.108	523.361	-11.8588	93.2141	0.136888	0.211495	0.00583021	
4.75246	-345.951	523.18	-11.9786	93.3119	0.109029	0.168201	0.00562123	
4.75745	-346.01	523.193	-11.5577	93.4097	0.133181	0.205736	0.00578948	
4.76244	-345.993	523.102	-11.4199	93.5075	0.113583	0.175261	0.00565958	
4.76744	-345.758	522.81	-11.8218	93.6053	0.129137	0.199477	0.00574726	
4.77243	-345.607	522.623	-11.9357	93.7031	0.118147	0.182355	0.00566419	
4.77742	-345.684	522.634	-11.5106	93.8009	0.124853	0.192803	0.00571994	
4.78241	-345.675	522.522	-11.3662	93.8987	0.122629	0.189341	0.00569958	
4.7874	-345.44	522.203	-11.7662	93.9965	0.120366	0.185823	0.00568616	
4.7924	-345.273	521.99	-11.8762	94.0944	0.126947	0.196057	0.00572841	
4.79739	-345.323	521.969	-11.4347	94.1922	0.115775	0.178653	0.00566038	
4.80238	-345.3	521.838	-11.2813	94.29	0.131036	0.202411	0.0057635	
4.80737	-345.063	521.482	-11.6832	94.3878	0.111137	0.171458	0.00562948	
4.81236	-344.898	521.218	-11.7999	94.4856	0.134821	0.208296	0.00578004	
4.81736	-344.955	521.166	-11.3505	94.5834	0.10659	0.164369	0.00560458	
4.82235	-344.929	521.009	-11.1788	94.6812	0.138259	0.213633	0.00581265	
4.82734	-344.66	520.64	-11.5737	94.779	0.10222	0.157583	0.00557831	
4.83233	-344.479	520.371	-11.6993	94.8768	0.141288	0.21835	0.00582329	
4.83733	-344.526	520.299	-11.2525	94.9747	0.0981749	0.151277	0.00555527	
4.84232	-344.497	520.117	-11.0826	95.0725	0.143887	0.222379	0.00585	
4.84731	-344.232	519.732	-11.4933	95.1703	0.0945668	0.14566	0.00552563	
4.8523	-344.041	519.463	-11.6262	95.2681	0.146006	0.225678	0.0058573	
4.85729	-344.099	519.396	-11.1667	95.3659	0.0915465	0.140938	0.0055166	
4.86229	-344.067	519.217	-10.9866	95.4637	0.147635	0.228221	0.00587619	
4.86728	-343.797	518.849	-11.3942	95.5615	0.0892235	0.137317	0.00549234	
4.87227	-343.61	518.589	-11.5254	95.6593	0.148761	0.229946	0.00588599	
4.87726	-343.672	518.523	-11.0714	95.7572	0.0877142	0.134967	0.00548909	
4.88225	-343.655	518.361	-10.898	95.855	0.149345	0.230866	0.00588704	
4.88725	-343.386	517.992	-11.3288	95.9528	0.087095	0.133986	0.00548848	
4.89224	-343.205	517.71	-11.479	96.0506	0.149409	0.23096	0.00588234	
4.89723	-343.271	517.643	-11.01	96.1484	0.0873728	0.134435	0.0054855	
4.90222	-343.253	517.486	-10.818	96.2462	0.148936	0.230223	0.00588612	
4.90721	-342.973	517.128	-11.2435	96.344	0.0885596	0.136288	0.00549133	
4.91221	-342.779	516.866	-11.3947	96.4418	0.147929	0.228672	0.00588232	
4.9172	-342.852	516.806	-10.9361	96.5396	0.0905786	0.139437	0.00549986	
4.92219	-342.837	516.647	-10.7479	96.6375	0.146414	0.226306	0.00586729	
4.92718	-342.559	516.273	-11.1776	96.7353	0.0933419	0.143758	0.0055119	
4.93217	-342.372	515.997	-11.3285	96.8331	0.144396	0.223177	0.00585049	
