Scan started at 10:05:42 07/10/2014
Input1Time (s)	x (nT)	y (nT)	z (nT)	Input1Frequency (Hz)	x (nT)	y (nT)	z (nT)	Input2Time (s)	x (nT)	y (nT)	z (nT)	Input2Frequency (Hz)	x (nT)	y (nT)	z (nT)
8.01728	-38.1209	25.6585	-9.35272					8.01728	-3.24768	-3.15784	253.601	
8.02227	-38.1505	25.645	-9.27918					8.02227	-1.13849	-1.10046	253.628	
8.02726	-38.227	25.6255	-9.08112					8.02726	2.86896	2.96259	253.601	
8.03226	-38.174	25.6262	-9.16596					8.03226	0.806336	0.940918	253.535	
8.03725	-38.0953	25.6438	-9.36969					8.03725	-3.22931	-3.14691	253.512	
8.04224	-38.1467	25.6445	-9.30097					8.04224	-1.20532	-1.16467	253.53	
8.04723	-38.2202	25.6235	-9.10791					8.04723	2.84924	2.94128	253.496	
8.05222	-38.1693	25.6252	-9.18085					8.05222	0.847107	0.99469	253.417	
8.05722	-38.0851	25.647	-9.38257					8.05722	-3.2273	-3.13013	253.405	
8.06221	-38.1307	25.6357	-9.3147					8.06221	-1.26184	-1.21869	253.438	
8.0672	-38.2033	25.6085	-9.11591					8.0672	2.83887	2.9364	253.405	
8.07219	-38.1227	25.6014	-9.18543					8.07219	0.909058	1.06134	253.328	
8.07719	-37.9691	25.5761	-9.38373					8.07719	-3.22119	-3.12256	253.302	
8.08218	-37.8633	25.4835	-9.31189					8.08218	-1.32922	-1.28699	253.336	
8.08717	-37.7216	25.3359	-9.12067					8.08717	2.82922	2.92413	253.321	
8.09216	-37.4103	25.1877	-9.20892					8.09216	0.98584	1.12842	253.257	
8.09715	-37.01	25.0244	-9.43311					8.09715	-3.19385	-3.10895	253.25	
8.10215	-36.6906	24.8063	-9.38294					8.10215	-1.38635	-1.35303	253.281	
8.10714	-36.3594	24.5497	-9.19556					8.10714	2.82666	2.91522	253.255	
8.11213	-35.8488	24.2959	-9.28113					8.11213	1.05219	1.20117	253.189	
8.11712	-35.2605	24.0298	-9.50604					8.11712	-3.18756	-3.08911	253.192	
8.12211	-34.7832	23.7237	-9.46423					8.12211	-1.45203	-1.41339	253.234	
8.12711	-34.342	23.4131	-9.29028					8.12711	2.80957	2.89868	253.206	
8.1321	-33.7766	23.1235	-9.37586					8.1321	1.11078	1.26129	253.133	
8.13709	-33.1904	22.8517	-9.58807					8.13709	-3.18018	-3.07825	253.115	
8.14208	-32.7416	22.571	-9.54297					8.14208	-1.52386	-1.48474	253.145	
8.14707	-32.3409	22.286	-9.38043					8.14707	2.7832	2.87116	253.121	
8.15207	-31.8304	22.0355	-9.47345					8.15207	1.17035	1.31641	253.062	
8.15706	-31.2935	21.8015	-9.67975					8.15706	-3.16113	-3.0614	253.057	
8.16205	-30.8915	21.5493	-9.6297					8.16205	-1.58771	-1.54614	253.086	
8.16704	-30.5297	21.2884	-9.46051					8.16704	2.77014	2.85608	253.06	
8.17203	-30.0541	21.0562	-9.5423					8.17203	1.22522	1.37415	252.98	
8.17703	-29.5543	20.8453	-9.74518					8.17703	-3.16089	-3.05981	252.947	
8.18202	-29.1727	20.6097	-9.70996					8.18202	-1.6557	-1.61768	252.966	
8.18701	-28.8375	20.3686	-9.55621					8.18701	2.74524	2.83112	252.932	
8.192	-28.402	20.1658	-9.64081					8.192	1.27747	1.42896	252.852	
8.197	-27.9445	19.9833	-9.844					8.197	-3.14185	-3.03717	252.837	
8.20199	-27.6232	19.7826	-9.79987					8.20199	-1.71594	-1.67395	252.861	
8.20698	-27.3544	19.5748	-9.63739					8.20698	2.72577	2.80957	252.821	
8.21197	-26.9755	19.3968	-9.71002					8.21197	1.33948	1.48297	252.753	
8.21696	-26.5621	19.2372	-9.90369					8.21696	-3.12732	-3.02344	252.74	
8.22196	-26.2593	19.0518	-9.86347					8.22196	-1.77332	-1.73383	252.777	
8.22695	-25.9901	18.8475	-9.70923					8.22695	2.71802	2.7934	252.77	
8.23194	-25.6147	18.6653	-9.78735					8.23194	1.40906	1.54327	252.7	
8.23693	-25.1954	18.5005	-9.95636					8.23693	-3.08276	-2.9884	252.665	
8.24192	-24.8791	18.3203	-9.91156					8.24192	-1.80859	-1.77325	252.693	
8.24692	-24.5975	18.111	-9.76135					8.24692	2.70343	2.78046	252.695	
8.25191	-24.2025	17.9218	-9.82654					8.25191	1.47369	1.61517	252.633	
8.2569	-23.7798	17.7613	-10.013					8.2569	-3.05493	-2.94946	252.611	
8.26189	-23.4783	17.5745	-9.97193					8.26189	-1.86432	-1.81836	252.646	
8.26688	-23.231	17.3855	-9.82166					8.26688	2.6803	2.76318	252.631	
8.27188	-22.8904	17.2259	-9.89612					8.27188	1.53119	1.67383	252.565	
8.27687	-22.5148	17.0942	-10.0801					8.27687	-3.02948	-2.92438	252.536	
8.28186	-22.2626	16.947	-10.0447					8.28186	-1.92493	-1.88129	252.566	
8.28685	-22.0668	16.7773	-9.8949					8.28685	2.64526	2.72815	252.552	
8.29184	-21.7751	16.6513	-9.95789					8.29184	1.58209	1.729	252.468	
8.29684	-21.4653	16.5505	-10.1368					8.29684	-3	-2.88928	252.436	
8.30183	-21.2653	16.4244	-10.1007					8.30183	-1.97308	-1.93152	252.466	
8.30682	-21.0994	16.2924	-9.95838					8.30682	2.61389	2.68677	252.447	
8.31181	-20.8384	16.1794	-10.0271					8.31181	1.62305	1.75897	252.367	
8.31681	-20.5362	16.0732	-10.1925					8.31681	-2.96759	-2.87042	252.326	
8.3218	-20.3185	15.9416	-10.1525					8.3218	-2.01654	-1.9812	252.347	
8.32679	-20.1353	15.7914	-10.0114					8.32679	2.57861	2.65625	252.324	
8.33178	-19.8417	15.6585	-10.0714					8.33178	1.66553	1.8186	252.224	
8.33677	-19.4858	15.5309	-10.2318					8.33677	-2.95313	-2.83722	252.161	
8.34177	-19.2142	15.3779	-10.2064					8.34177	-2.09039	-2.04846	252.183	
8.34676	-18.9742	15.1984	-10.0831					8.34676	2.53064	2.60779	252.176	
8.35175	-18.6326	15.0399	-10.1448					8.35175	1.71075	1.85107	252.098	
8.35674	-18.2473	14.9084	-10.2994					8.35674	-2.91406	-2.79968	252.052	
8.36173	-17.9653	14.752	-10.2751					8.36173	-2.13397	-2.07861	252.065	
8.36673	-17.7383	14.581	-10.1508					8.36673	2.50092	2.58521	252.047	
8.37172	-17.4246	14.4404	-10.2152					8.37172	1.76532	1.91138	251.966	
8.37671	-17.084	14.3161	-10.3795					8.37671	-2.88043	-2.7641	251.914	
8.3817	-16.8526	14.1798	-10.3528					8.3817	-2.18854	-2.14246	251.922	
8.38669	-16.665	14.0427	-10.2305					8.38669	2.46881	2.54071	251.903	
8.39169	-16.3887	13.9286	-10.2818					8.39169	1.8111	1.9527	251.821	
8.39668	-16.0848	13.8288	-10.4299					8.39668	-2.84625	-2.73431	251.77	
8.40167	-15.8757	13.6969	-10.4013					8.40167	-2.22199	-2.17371	251.778	
8.40666	-15.6927	13.5469	-10.2772					8.40666	2.42499	2.50226	251.747	
8.41165	-15.4205	13.4282	-10.3312					8.41165	1.84473	1.98669	251.648	
8.41665	-15.1107	13.3226	-10.475					8.41665	-2.80689	-2.68866	251.583	
8.42164	-14.8715	13.1946	-10.4515					8.42164	-2.2724	-2.22864	251.593	
8.42663	-14.6593	13.0414	-10.3373					8.42663	2.39301	2.45642	251.573	
8.43162	-14.3497	12.9038	-10.3854					8.43162	1.90259	2.04205	251.494	
8.43661	-13.9937	12.778	-10.5247					8.43661	-2.75464	-2.64276	251.448	
8.44161	-13.7167	12.6182	-10.5078					8.44161	-2.30426	-2.25244	251.469	
8.4466	-13.4642	12.446	-10.4047					8.4466	2.35217	2.43225	251.445	
8.45159	-13.1351	12.2987	-10.4542					8.45159	1.94299	2.08356	251.352	
8.45658	-12.773	12.1624	-10.5884					8.45658	-2.71576	-2.5968	251.301	
8.46158	-12.489	12.0058	-10.5755					8.46158	-2.34631	-2.29871	251.332	
8.46657	-12.2529	11.8398	-10.4779					8.46657	2.3136	2.38062	251.332	
8.47156	-11.9432	11.7037	-10.5273					8.47156	1.99078	2.12952	251.249	
8.47655	-11.597	11.5835	-10.658					8.47655	-2.67206	-2.5578	251.196	
8.48154	-11.3516	11.4493	-10.6364					8.48154	-2.38757	-2.34528	251.215	
8.48654	-11.1586	11.3095	-10.5339					8.48654	2.27173	2.33929	251.222	
8.49153	-10.8981	11.1886	-10.5817					8.49153	2.02777	2.16711	251.152	
8.49652	-10.6313	11.0921	-10.7111					8.49652	-2.6275	-2.50537	251.098	
8.50151	-10.4452	10.9886	-10.6969					8.50151	-2.43842	-2.38226	251.117	
8.5065	-10.2926	10.8795	-10.5995					8.5065	2.21191	2.28503	251.115	
8.5115	-10.08	10.7916	-10.6336					8.5115	2.06665	2.20129	251.039	
8.51649	-9.83484	10.7117	-10.7459					8.51649	-2.57874	-2.46014	250.975	
8.52148	-9.65656	10.6096	-10.7264					8.52148	-2.46588	-2.41284	250.984	
8.52647	-9.50342	10.499	-10.632					8.52647	2.17163	2.24359	250.979	
8.53146	-9.28333	10.3965	-10.6641					8.53146	2.10876	2.25281	250.913	
8.53646	-9.02515	10.3004	-10.7805					8.53646	-2.52167	-2.39948	250.868	
8.54145	-8.82318	10.195	-10.7764					8.54145	-2.50574	-2.45398	250.888	
8.54644	-8.6488	10.0675	-10.6857					8.54644	2.12415	2.19373	250.889	
8.55143	-8.39594	9.95581	-10.7207					8.55143	2.14966	2.28601	250.811	
8.55642	-8.12311	9.86475	-10.8415					8.55642	-2.47693	-2.3584	250.749	
8.56142	-7.9129	9.75684	-10.8358					8.56142	-2.53821	-2.49432	250.77	
8.56641	-7.73798	9.63873	-10.743					8.56641	2.08173	2.14001	250.76	
8.5714	-7.51068	9.53424	-10.7695					8.5714	2.17963	2.31293	250.673	
8.57639	-7.2497	9.4422	-10.8774					8.57639	-2.42999	-2.30914	250.608	
8.58139	-7.06421	9.33923	-10.878					8.58139	-2.57855	-2.52625	250.625	
8.58638	-6.91034	9.23071	-10.8059					8.58638	2.0174	2.08679	250.621	
8.59137	-6.69244	9.13733	-10.8259					8.59137	2.2226	2.36383	250.532	
8.59636	-6.45215	9.0517	-10.9205					8.59636	-2.36707	-2.24316	250.468	
8.60135	-6.27429	8.95184	-10.9233					8.60135	-2.61401	-2.56647	250.482	
8.60635	-6.12061	8.84888	-10.8506					8.60635	1.96497	2.02863	250.484	
8.61134	-5.9148	8.75018	-10.8781					8.61134	2.24512	2.38757	250.404	
8.61633	-5.66962	8.65228	-10.9771					8.61633	-2.31799	-2.19672	250.331	
8.62132	-5.46759	8.55554	-10.9763					8.62132	-2.64777	-2.60565	250.348	
8.62631	-5.30408	8.44483	-10.9051					8.62631	1.9071	1.9671	250.353	
8.63131	-5.08557	8.34058	-10.9299					8.63131	2.28162	2.42108	250.267	
8.6363	-4.8241	8.24567	-11.0188					8.6363	-2.27173	-2.14117	250.205	
8.64129	-4.61261	8.13574	-11.0203					8.64129	-2.68958	-2.63562	250.226	
8.64628	-4.44214	8.01672	-10.9589					8.64628	1.8515	1.91376	250.234	
8.65127	-4.22766	7.91547	-10.9741					8.65127	2.31818	2.45154	250.159	
8.65627	-3.99146	7.82678	-11.0587					8.65627	-2.21405	-2.09039	250.09	
8.66126	-3.81323	7.73316	-11.0739					8.66126	-2.72778	-2.67114	250.1	
8.66625	-3.67285	7.63745	-11.0118					8.66625	1.78845	1.85339	250.093	
8.67124	-3.50055	7.5542	-11.0176					8.67124	2.35059	2.48395	250.017	
8.67623	-3.31311	7.4931	-11.101					8.67623	-2.15698	-2.02924	249.954	
8.68123	-3.17682	7.42273	-11.1072					8.68123	-2.76196	-2.70569	249.972	
8.68622	-3.0827	7.34265	-11.0458					8.68622	1.73608	1.79852	249.969	
8.69121	-2.95856	7.28571	-11.0502					8.69121	2.37933	2.51129	249.871	
8.6962	-2.80298	7.23731	-11.1234					8.6962	-2.09576	-1.97614	249.8	
8.7012	-2.68799	7.1828	-11.1391					8.7012	-2.78619	-2.73743	249.82	
8.70619	-2.61066	7.11981	-11.0787					8.70619	1.67242	1.73596	249.822	
8.71118	-2.50299	7.05945	-11.0766					8.71118	2.41388	2.54846	249.735	
8.71617	-2.36157	7.01526	-11.1409					8.71617	-2.03784	-1.91113	249.67	
8.72116	-2.26013	6.96582	-11.1544					8.72116	-2.83167	-2.76746	249.687	
8.72616	-2.18976	6.90308	-11.0994					8.72616	1.6084	1.67694	249.679	
8.73115	-2.07751	6.8421	-11.0918					8.73115	2.44708	2.58356	249.596	
8.73614	-1.93323	6.78992	-11.1569					8.73614	-1.98175	-1.85114	249.538	
8.74113	-1.81738	6.73139	-11.1728					8.74113	-2.85266	-2.79334	249.563	
8.74612	-1.73767	6.66889	-11.1215					8.74612	1.55963	1.63257	249.571	
8.75112	-1.62787	6.61627	-11.1162					8.75112	2.479	2.61981	249.495	
8.75611	-1.4873	6.56445	-11.183					8.75611	-1.91614	-1.7898	249.433	
8.7611	-1.38342	6.51752	-11.2058					8.7611	-2.88666	-2.83392	249.452	
8.76609	-1.31738	6.46204	-11.1482					8.76609	1.50714	1.56921	249.455	
8.77108	-1.23157	6.40344	-11.1374					8.77108	2.51703	2.64783	249.381	
8.77608	-1.1109	6.36688	-11.2026					8.77608	-1.87097	-1.74542	249.322	
8.78107	-1.01819	6.33185	-11.2254					8.78107	-2.92163	-2.85944	249.341	
8.78606	-0.97229	6.28662	-11.1731					8.78606	1.44519	1.51093	249.339	
8.79105	-0.906983	6.24573	-11.1591					8.79105	2.5459	2.67957	249.25	
8.79604	-0.806519	6.21722	-11.2163					8.79604	-1.80481	-1.67834	249.175	
8.80104	-0.735657	6.18427	-11.2366					8.80104	-2.95044	-2.8971	249.182	
8.80603	-0.701721	6.14203	-11.1843					8.80603	1.39966	1.4541	249.181	
8.81102	-0.642029	6.10986	-11.1595					8.81102	2.58466	2.70563	249.095	
8.81601	-0.548401	6.0835	-11.2129					8.81601	-1.75183	-1.62903	249.031	
8.82101	-0.470703	6.04535	-11.2296					8.82101	-2.97815	-2.92493	249.056	
8.826	-0.437378	6.00128	-11.1781					8.826	1.33557	1.39093	249.064	
8.83099	-0.381165	5.96069	-11.1655					8.83099	2.61603	2.74933	248.982	
8.83598	-0.279907	5.93085	-11.2136					8.83598	-1.67767	-1.54846	248.915	
8.84097	-0.208557	5.90137	-11.2335					8.84097	-3.01209	-2.95917	248.929	
8.84597	-0.169067	5.85413	-11.1856					8.84597	1.26947	1.32251	248.912	
8.85096	-0.105408	5.80914	-11.1641					8.85096	2.65955	2.78796	248.816	
8.85595	-0.00732422	5.77979	-11.2145					8.85595	-1.61877	-1.48474	248.733	
8.86094	0.0748291	5.75079	-11.2404					8.86094	-3.05505	-2.99139	248.727	
8.86593	0.118469	5.71143	-11.1956					8.86593	1.21545	1.27173	248.726	
8.87093	0.174622	5.67108	-11.1763					8.87093	2.69354	2.8194	248.649	
8.87592	0.26825	5.63501	-11.2356					8.87592	-1.56024	-1.43005	248.578	
8.88091	0.347778	5.60339	-11.2626					8.88091	-3.08032	-3.02454	248.588	
8.8859	0.392761	5.56659	-11.2114					8.8859	1.15607	1.20923	248.587	
8.89089	0.446228	5.53003	-11.1855					8.89089	2.7193	2.84821	248.519	
8.89589	0.533936	5.49921	-11.2318					8.89589	-1.50415	-1.37097	248.453	
8.90088	0.606506	5.46692	-11.2686					8.90088	-3.11231	-3.05322	248.456	
8.90587	0.63562	5.42664	-11.2252					8.90587	1.0957	1.15149	248.451	
8.91086	0.682678	5.39227	-11.198					8.91086	2.74225	2.87231	248.371	
8.91585	0.761597	5.37512	-11.2433					8.91585	-1.44922	-1.31543	248.309	
8.92085	0.820129	5.3501	-11.2626					8.92085	-3.13733	-3.07892	248.315	
8.92584	0.841431	5.31989	-11.2211					8.92584	1.03394	1.08545	248.311	
8.93083	0.877869	5.29297	-11.2014					8.93083	2.77118	2.89929	248.227	
8.93582	0.946167	5.27362	-11.2479					8.93582	-1.39423	-1.2561	248.141	
8.94082	0.993958	5.26068	-11.2764					8.94082	-3.18445	-3.12146	248.131	
8.94581	1.00238	5.23401	-11.2255					8.94581	0.962586	1.0188	248.118	
8.9508	1.0246	5.20612	-11.1979					8.9508	2.78815	2.92017	248.026	
8.95579	1.09668	5.19305	-11.248					8.95579	-1.3385	-1.20929	247.933	
8.96078	1.15002	5.1734	-11.2731					8.96078	-3.19824	-3.1535	247.941	
8.96578	1.15649	5.14453	-11.2229					8.96578	0.917664	0.963745	247.956	
8.97077	1.18304	5.1181	-11.1929					8.97077	2.83167	2.96326	247.886	
8.97576	1.24835	5.09876	-11.2417					8.97576	-1.27185	-1.13257	247.825	
8.98075	1.30103	5.078	-11.2699					8.98075	-3.22217	-3.16113	247.847	
8.98574	1.31586	5.05591	-11.2197					8.98574	0.872803	0.923035	247.872	
8.99074	1.33759	5.03442	-11.1878					8.99074	2.86401	2.99097	247.813	
8.99573	1.39667	5.01856	-11.2316					8.99573	-1.21686	-1.07275	247.754	
9.00072	1.45221	5.00336	-11.2616					9.00072	-3.25085	-3.18616	247.776	
9.00571	1.45428	4.97669	-11.2224					9.00571	0.812378	0.857971	247.803	
9.0107	1.46887	4.95221	-11.1918					9.0107	2.88385	3.00787	247.754	
9.0157	1.53754	4.93848	-11.2321					9.0157	-1.15686	-1.02246	247.706	
9.02069	1.58374	4.92694	-11.2651					9.02069	-3.26837	-3.2096	247.723	
9.02568	1.58057	4.90448	-11.2225					9.02568	0.752869	0.798706	247.724	
9.03067	1.58923	4.88117	-11.1869					9.03067	2.90997	3.02783	247.661	
9.03566	1.64526	4.87183	-11.2277					9.03566	-1.10004	-0.961792	247.607	
9.04066	1.68658	4.86011	-11.2585					9.04066	-3.30072	-3.23096	247.623	
9.04565	1.6839	4.84277	-11.2177					9.04565	0.694153	0.742493	247.644	
9.05064	1.6825	4.83154	-11.1898					9.05064	2.92743	3.04218	247.594	
9.05563	1.71893	4.82666	-11.2357					9.05563	-1.04541	-0.916199	247.533	
9.06062	1.75977	4.82318	-11.2675					9.06062	-3.31574	-3.25397	247.54	
9.06562	1.74811	4.80579	-11.2225					9.06562	0.636231	0.685303	247.542	
9.07061	1.74335	4.78992	-11.1828					9.07061	2.95264	3.07306	247.478	
9.0756	1.79547	4.78052	-11.2196					9.0756	-0.983215	-0.847046	247.417	
9.08059	1.83221	4.77545	-11.2534					9.08059	-3.34143	-3.27612	247.414	
9.08559	1.83429	4.75714	-11.2115					9.08559	0.569763	0.625671	247.402	
9.09058	1.84717	4.73517	-11.1799					9.09058	2.96161	3.08209	247.329	
9.09557	1.89264	4.72815	-11.221					9.09557	-0.925964	-0.794434	247.255	
9.10056	1.93518	4.71295	-11.2498					9.10056	-3.34357	-3.27789	247.248	
9.10555	1.94519	4.68933	-11.2076					9.10555	0.528442	0.579651	247.273	
9.11055	1.96283	4.66357	-11.1732					9.11055	2.9809	3.10608	247.234	
9.11554	2.01227	4.6521	-11.2106					9.11554	-0.869385	-0.730652	247.168	
9.12053	2.06073	4.63623	-11.2424					9.12053	-3.35516	-3.28546	247.169	
9.12552	2.07074	4.60291	-11.1967					9.12552	0.479736	0.53363	247.181	
9.13051	2.09076	4.5813	-11.1571					9.13051	3.00403	3.12286	247.134	
9.13551	2.14929	4.56641	-11.1971					9.13551	-0.8125	-0.66864	247.08	
9.1405	2.19952	4.55121	-11.2314					9.1405	-3.37054	-3.29334	247.088	
9.14549	2.21204	4.52881	-11.1893					9.14549	0.423645	0.470276	247.112	
9.15048	2.22199	4.49561	-11.1479					9.15048	3.0144	3.1283	247.075	
9.15547	2.27649	4.4787	-11.1769					9.15547	-0.755066	-0.612183	247.014	
9.16047	2.32727	4.46961	-11.2094					9.16047	-3.3775	-3.30377	247.022	
9.16546	2.3346	4.44568	-11.1725					9.16546	0.365723	0.415955	247.052	
9.17045	2.35315	4.41705	-11.1412					9.17045	3.01941	3.13794	247.013	
9.17544	2.41156	4.3985	-11.1778					9.17544	-0.698364	-0.561096	246.955	
9.18043	2.45465	4.38648	-11.2076					9.18043	-3.38159	-3.31128	246.955	
9.18543	2.46069	4.36267	-11.1707					9.18543	0.309082	0.357056	246.981	
9.19042	2.47467	4.33862	-11.1357					9.19042	3.0188	3.14093	246.939	
9.19541	2.52081	4.3327	-11.1614					9.19541	-0.654236	-0.507446	246.868	
9.2004	2.56897	4.32007	-11.1906					9.2004	-3.39655	-3.3266	246.853	
9.2054	2.58887	4.29382	-11.1522					9.2054	0.246338	0.29364	246.872	
9.21039	2.59747	4.27307	-11.1133					9.21039	3.0202	3.12909	246.839	
9.21538	2.63489	4.25598	-11.156					9.21538	-0.600769	-0.466736	246.769	
9.22037	2.68189	4.23932	-11.183					9.22037	-3.40601	-3.32983	246.769	
9.22536	2.69556	4.22076	-11.1376					9.22536	0.194031	0.24292	246.801	
9.23036	2.70306	4.19159	-11.1044					9.23036	3.02515	3.1402	246.768	
9.23535	2.74774	4.17523	-11.1351					9.23535	-0.544556	-0.40332	246.71	
9.24034	2.79053	4.16571	-11.1613					9.24034	-3.39911	-3.32776	246.715	
9.24533	2.79529	4.14154	-11.1241					9.24533	0.143799	0.185364	246.737	
9.25032	2.8042	4.12506	-11.0919					9.25032	3.02582	3.133	246.699	
9.25532	2.8479	4.11389	-11.1202					9.25532	-0.489441	-0.354981	246.639	
9.26031	2.8902	4.09497	-11.1468					9.26031	-3.40155	-3.32764	246.642	
9.2653	2.90125	4.07178	-11.1158					9.2653	0.0851441	0.135498	246.678	
9.27029	2.90918	4.05249	-11.0791					9.27029	3.02368	3.14136	246.652	
9.27528	2.94812	4.04303	-11.0979					9.27528	-0.434204	-0.288757	246.596	
9.28028	2.99091	4.02942	-11.119					9.28028	-3.40027	-3.3222	246.598	
9.28527	2.99475	4.0072	-11.0897					9.28527	0.0342407	0.0771484	246.633	
9.29026	3.00452	3.98608	-11.0597					9.29026	3.02539	3.133	246.597	
9.29525	3.0481	3.97125	-11.0757					9.29525	-0.382629	-0.240112	246.535	
9.30024	3.08002	3.96539	-11.0943					9.30024	-3.39783	-3.3233	246.545	
9.30524	3.08319	3.95038	-11.0624					9.30524	-0.026123	0.0206909	246.579	
9.31023	3.08991	3.93304	-11.0353					9.31023	3.02081	3.12714	246.557	
9.31522	3.12695	3.92279	-11.0599					9.31522	-0.324646	-0.18988	246.505	
9.32021	3.15472	3.90527	-11.0814					9.32021	-3.3996	-3.32318	246.503	
9.32521	3.1496	3.88788	-11.0446					9.32521	-0.083313	-0.0353394	246.527	
9.3302	3.16113	3.86713	-11.0089					9.3302	3.01294	3.12885	246.496	
9.33519	3.19659	3.857	-11.0291					9.33519	-0.270203	-0.129761	246.429	
9.34018	3.22247	3.85663	-11.0505					9.34018	-3.39111	-3.31073	246.435	
9.34517	3.22528	3.83972	-11.0199					9.34517	-0.136292	-0.0839233	246.474	
9.35017	3.22913	3.81909	-10.9874					9.35017	3.00708	3.11652	246.426	
9.35516	3.25659	3.80823	-11.0106					9.35516	-0.219849	-0.0755005	246.34	
9.36015	3.28961	3.79981	-11.0305					9.36015	-3.38794	-3.30255	246.326	
9.36514	3.29309	3.78107	-10.9966					9.36514	-0.194214	-0.144714	246.358	
9.37013	3.29309	3.76099	-10.9637					9.37013	3.00006	3.10596	246.318	
9.37513	3.32385	3.7522	-10.9808					9.37513	-0.162842	-0.0159302	246.237	
9.38012	3.35968	3.74628	-10.9977					9.38012	-3.3783	-3.28986	246.222	
9.38511	3.36102	3.73505	-10.9642					9.38511	-0.244507	-0.196655	246.241	
9.3901	3.35248	3.71472	-10.9334					9.3901	2.99396	3.10498	246.2	
9.39509	3.38141	3.70136	-10.9487					9.39509	-0.100586	0.0457764	246.118	
9.40009	3.4173	3.69104	-10.9662					9.40009	-3.35864	-3.28052	246.096	
9.40508	3.42426	3.66895	-10.9373					9.40508	-0.296509	-0.253235	246.11	
9.41007	3.42316	3.64966	-10.9019					9.41007	2.98987	3.09863	246.066	
9.41506	3.4516	3.63611	-10.9164					9.41506	-0.0457764	0.0958862	245.985	
9.42005	3.48108	3.62671	-10.9315					9.42005	-3.35675	-3.27997	245.965	
9.42505	3.48358	3.61823	-10.9005					9.42505	-0.348694	-0.310608	245.986	
9.43004	3.48755	3.60596	-10.8602					9.43004	2.99353	3.09454	245.953	
9.43503	3.51904	3.591	-10.8701					9.43503	0.0222778	0.16864	245.875	
9.44002	3.54779	3.57489	-10.8879					9.44002	-3.34552	-3.25848	245.852	
9.44502	3.54541	3.56085	-10.8638					9.44502	-0.40802	-0.365784	245.876	
9.45001	3.54456	3.54504	-10.8359					9.45001	2.97888	3.07983	245.833	
9.455	3.57416	3.53528	-10.8395					9.455	0.0754395	0.217041	245.764	
9.45999	3.59924	3.52856	-10.8536					9.45999	-3.34045	-3.25641	245.75	
9.46498	3.59418	3.51569	-10.8265					9.46498	-0.469116	-0.426392	245.76	
9.46998	3.59552	3.49689	-10.7915					9.46998	2.9707	3.07288	245.713	
9.47497	3.62592	3.48395	-10.793					9.47497	0.131409	0.276856	245.64	
9.47996	3.65289	3.48334	-10.8057					9.47996	-3.32855	-3.24793	245.633	
9.48495	3.65057	3.46918	-10.7902					9.48495	-0.52594	-0.481995	245.661	
9.48994	3.65283	3.44849	-10.7564					9.48994	2.95972	3.07062	245.625	
9.49494	3.67804	3.43762	-10.7589					9.49494	0.189026	0.330383	245.543	
9.49993	3.69934	3.42798	-10.7708					9.49993	-3.32416	-3.24457	245.525	
9.50492	3.69824	3.41541	-10.7448					9.50492	-0.586914	-0.543152	245.546	
9.50991	3.69989	3.40082	-10.7101					9.50991	2.94788	3.05383	245.502	
9.5149	3.72083	3.39398	-10.7131					9.5149	0.241028	0.386108	245.422	
9.5199	3.73706	3.38751	-10.7281					9.5199	-3.32385	-3.2406	245.404	
9.52489	3.7392	3.37225	-10.7007					9.52489	-0.654602	-0.604492	245.423	
9.52988	3.73901	3.35724	-10.6626					9.52988	2.93951	3.04639	245.378	
9.53487	3.75861	3.35138	-10.6682					9.53487	0.294128	0.441223	245.302	
9.53986	3.77649	3.35315	-10.6861					9.53986	-3.31335	-3.23242	245.288	
9.54486	3.7702	3.34021	-10.6678					9.54486	-0.697754	-0.661926	245.299	
9.54985	3.7691	3.32507	-10.6302					9.54985	2.93115	3.02576	245.248	
9.55484	3.78076	3.31781	-10.6311					9.55484	0.356995	0.490967	245.167	
9.55983	3.79553	3.31348	-10.6475					9.55983	-3.30469	-3.21735	245.142	
9.56483	3.79553	3.30328	-10.6237					9.56483	-0.758728	-0.718872	245.159	
9.56982	3.78571	3.29169	-10.5938					9.56982	2.93121	3.0221	245.124	
9.57481	3.80176	3.29077	-10.5994					9.57481	0.410889	0.555542	245.051	
9.5798	3.82495	3.28717	-10.6101					9.5798	-3.30158	-3.20923	245.032	
9.58479	3.81787	3.27313	-10.5902					9.58479	-0.812805	-0.773621	245.062	
9.58979	3.80963	3.2583	-10.5637					9.58979	2.92133	3.01221	245.03	
9.59478	3.82373	3.25855	-10.5611					9.59478	0.471497	0.616516	244.965	
9.59977	3.8396	3.25745	-10.5742					9.59977	-3.28729	-3.1944	244.96	
9.60476	3.83502	3.24188	-10.5585					9.60476	-0.875244	-0.836182	244.982	
9.60975	3.82684	3.23462	-10.525					9.60975	2.90906	3.00012	244.95	
9.61475	3.84009	3.23346	-10.5303					9.61475	0.529602	0.672424	244.886	
9.61974	3.85645	3.22925	-10.5426					9.61974	-3.2793	-3.18604	244.886	
9.62473	3.84796	3.22113	-10.5214					9.62473	-0.935303	-0.887268	244.922	
9.62972	3.84119	3.21338	-10.4947					9.62972	2.90137	2.99945	244.89	
9.63471	3.85718	3.21259	-10.496					9.63471	0.595825	0.730591	244.814	
9.63971	3.86316	3.21155	-10.5131					9.63971	-3.26672	-3.17987	244.801	
